Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Country_Encoded
TWO DOOR CURIO CABINET,-0.06127331081437809,2011-04-21 08:43:00,0.4359479651212976,13148,United Kingdom,0.010039775954983562,35
EMBOSSED GLASS TEALIGHT HOLDER,-0.06684957445675406,2011-07-31 15:00:00,-0.08446468101554117,14456,United Kingdom,-0.06842124828985667,35
ROBOT BIRTHDAY CARD,-0.005510674390618371,2011-10-23 14:47:00,-0.12202489808454779,15427,United Kingdom,-0.05615867996458061,35
"FANCY FONT BIRTHDAY CARD, ",0.7305561264030099,2011-05-17 15:32:00,-0.12474009449917478,17511,United Kingdom,0.09526300806257496,35
LUNCH BAG  BLACK SKULL.,-0.016663201675370314,2011-10-23 13:10:00,-0.0663633715846946,13471,United Kingdom,-0.01907977943485405,35
LUNCH BAG ALPHABET DESIGN,0.15062470759590885,2011-07-17 11:21:00,-0.0663633715846946,16180,United Kingdom,0.14107777520925283,35
EDWARDIAN PARASOL PINK,-0.06684957445675406,2011-09-23 12:16:00,0.128225704796906,18118,United Kingdom,-0.053214369364052584,35
GIRAFFE WOODEN RULER,-0.005510674390618371,2011-12-09 12:16:00,-0.05278738951155967,12713,Germany,0.0032452130306881138,14
RETROSPOT PARTY BAG + STICKER SET,-0.06684957445675406,2011-07-11 12:31:00,-0.0663633715846946,13184,United Kingdom,-0.06712704582808611,35
RAINY LADIES BIRTHDAY CARD,-0.005510674390618371,2011-10-28 09:15:00,-0.12202489808454779,13089,United Kingdom,-0.05615867996458061,35
LOVEBIRD HANGING DECORATION WHITE ,-0.050120783529626144,2011-12-07 17:05:00,-0.10256599044638771,17097,Spain,-0.06146491005783991,30
WOODEN STAR CHRISTMAS SCANDINAVIAN,0.061404489317893295,2011-09-22 18:15:00,-0.12790782364957293,16715,United Kingdom,-0.04994650814808192,35
LUNCH BAG  BLACK SKULL.,-0.05569704717200212,2011-09-01 11:33:00,-0.0663633715846946,15039,United Kingdom,-0.056449875518478985,35
BLACK RECORD COVER FRAME,0.32906514415193994,2011-09-02 12:33:00,0.012377324439487976,16210,United Kingdom,0.7172567111895063,35
BOX OF VINTAGE JIGSAW BLOCKS ,-0.05569704717200212,2011-09-23 15:20:00,0.128225704796906,15475,United Kingdom,-0.014711846126378403,35
20 DOLLY PEGS RETROSPOT,-0.06684957445675406,2011-07-15 14:05:00,-0.07541402630011788,15004,United Kingdom,-0.06777414705897139,35
STRAWBERRY CHARLOTTE BAG,-0.06684957445675406,2011-02-15 10:49:00,-0.10256599044638771,17348,United Kingdom,-0.06971545075162723,35
SWISS CHALET TREE DECORATION ,0.061404489317893295,2011-09-27 12:57:00,-0.12790782364957293,16607,United Kingdom,-0.04994650814808192,35
REGENCY TEA STRAINER,-0.005510674390618371,2011-10-17 17:24:00,0.02866850292724988,17920,United Kingdom,0.07313214596629838,35
ANTIQUE SILVER TEA GLASS ETCHED,0.32906514415193994,2011-02-10 12:19:00,-0.09306280299519328,16027,United Kingdom,0.17446819872293332,35
VINTAGE CHRISTMAS PAPER GIFT BAG,0.03909943474838941,2011-09-15 17:00:00,-0.10392358865370123,17530,United Kingdom,-0.019403330050296694,35
PACK OF 12 RED RETROSPOT TISSUES ,0.061404489317893295,2011-04-07 13:45:00,-0.12790782364957293,14981,United Kingdom,-0.04994650814808192,35
WHITE SPOT RED CERAMIC DRAWER KNOB,-0.005510674390618371,2010-12-23 12:58:00,-0.08446468101554117,12585,Germany,-0.023933038666493652,14
LOVE GARLAND PAINTED ZINC ,-0.05569704717200212,2011-11-06 13:17:00,-0.0663633715846946,14174,United Kingdom,-0.056449875518478985,35
DANISH ROSE ROUND SEWING BOX,0.01679438017888552,2011-12-07 09:35:00,-0.1052811868610147,13949,United Kingdom,-0.031568833190939956,35
ROSES REGENCY TEACUP AND SAUCER ,-0.06127331081437809,2011-05-04 12:32:00,-0.007534115934443245,16942,United Kingdom,-0.053376144671773894,35
WOODEN SCHOOL COLOURING SET,0.061404489317893295,2011-01-18 10:22:00,-0.0663633715846946,14911,EIRE,0.0556604127323958,10
PACK OF 6 BIRDY GIFT TAGS,0.061404489317893295,2011-09-30 15:33:00,-0.08446468101554117,12842,United Kingdom,0.024599553649902368,35
PAINTED METAL PEARS ASSORTED,0.061404489317893295,2011-06-10 13:59:00,-0.06455324064160994,16184,United Kingdom,0.05876649864064517,35
KINGS CHOICE TEA CADDY ,-0.038968256244874204,2011-02-01 10:38:00,-0.007534115934443245,16612,United Kingdom,-0.01519717204954236,35
EMERGENCY FIRST AID TIN ,-0.06127331081437809,2011-11-14 13:42:00,-0.08446468101554117,17566,United Kingdom,-0.06437686559682367,35
MINI WOODEN HAPPY BIRTHDAY GARLAND,-0.005510674390618371,2011-09-21 09:45:00,-0.06455324064160994,17651,United Kingdom,-0.00684956617112225,35
ANTIQUE GLASS PEDESTAL BOWL,-0.06684957445675406,2011-05-19 14:29:00,0.02866850292724988,17980,United Kingdom,-0.06033248290379067,35
FAIRY CAKE FLANNEL ASSORTED COLOUR,-0.022239465317746288,2011-08-23 11:41:00,-0.025635425365289826,16904,United Kingdom,0.0017892352611962358,35
JUMBO  BAG BAROQUE BLACK WHITE,0.03909943474838941,2011-10-17 15:03:00,-0.04690446394653453,14841,United Kingdom,0.06213142504124863,35
PLAYING CARDS KEEP CALM & CARRY ON,-0.06684957445675406,2011-10-27 20:09:00,-0.08446468101554117,17602,United Kingdom,-0.06842124828985667,35
SKULLS SQUARE TISSUE BOX,-0.06684957445675406,2010-12-21 10:26:00,-0.08446468101554117,17961,United Kingdom,-0.06842124828985667,35
FELTCRAFT HAIRBAND RED AND BLUE,-0.06684957445675406,2011-11-20 12:53:00,-0.10256599044638771,17561,United Kingdom,-0.06971545075162723,35
LUNCH BAG APPLE DESIGN,-0.016663201675370314,2011-04-20 11:06:00,-0.0663633715846946,15159,United Kingdom,-0.01907977943485405,35
FLUTED ANTIQUE CANDLE HOLDER,0.061404489317893295,2011-11-23 14:36:00,-0.10256599044638771,15640,United Kingdom,-0.006461305432591089,35
ROSES REGENCY TEACUP AND SAUCER ,0.027946907463637462,2011-11-17 08:49:00,-0.007534115934443245,14911,EIRE,0.09933974581715224,10
VINTAGE  2 METER FOLDING RULER,-0.005510674390618371,2011-06-17 12:31:00,-0.0663633715846946,17426,United Kingdom,-0.008402609125246934,35
WOODEN BOX OF DOMINOES,-0.005510674390618371,2011-11-02 14:04:00,-0.08446468101554117,16379,United Kingdom,-0.023933038666493652,35
SPACEBOY LUNCH BOX ,0.2844550350129322,2011-05-26 15:19:00,-0.0663633715846946,14646,Netherlands,0.2692038189245383,23
VINTAGE HEADS AND TAILS CARD GAME ,-0.005510674390618371,2011-01-12 11:52:00,-0.08446468101554117,13488,United Kingdom,-0.023933038666493652,35
BLUE COAT RACK PARIS FASHION,-0.06684957445675406,2011-08-09 12:07:00,0.08297243121978959,13097,United Kingdom,-0.056449875518478985,35
LARGE CHINESE STYLE SCISSOR,-0.016663201675370314,2011-11-20 11:28:00,-0.10256599044638771,14503,United Kingdom,-0.04496382867026526,35
12 PENCILS TALL TUBE POSY,0.061404489317893295,2011-06-09 14:14:00,-0.12790782364957293,14913,United Kingdom,-0.04994650814808192,35
LOVE BUILDING BLOCK WORD,-0.05569704717200212,2011-11-08 15:59:00,0.1418016868700409,16626,United Kingdom,-0.011799890587394647,35
SET/4 RED MINI ROSE CANDLE IN BOWL,-0.06127331081437809,2011-11-23 13:39:00,-0.06726843705623693,14096,United Kingdom,-0.06191788091945959,35
BLUE CALCULATOR RULER,-0.06127331081437809,2011-03-25 13:54:00,-0.08446468101554117,12748,United Kingdom,-0.06437686559682367,35
UNION JACK FLAG PASSPORT COVER ,-0.038968256244874204,2011-11-10 16:15:00,-0.0459993984749922,18230,United Kingdom,-0.03169825343711701,35
GYMKHANA TREASURE BOOK BOX,-0.027815728960122257,2011-03-21 08:39:00,-0.039211407438424745,13934,United Kingdom,-0.014226520203214448,35
RETROSPOT TEA SET CERAMIC 11 PC ,-0.05569704717200212,2011-10-06 10:48:00,0.08297243121978959,14911,EIRE,-0.02441836458965761,10
ALARM CLOCK BAKELIKE RED ,-0.027815728960122257,2011-04-08 09:13:00,0.02866850292724988,13767,United Kingdom,0.024599553649902368,35
PINK GREEN EMBROIDERY COSMETIC BAG,-0.06127331081437809,2010-12-06 14:31:00,-0.007534115934443245,13030,United Kingdom,-0.053376144671773894,35
NATURAL SLATE HEART CHALKBOARD ,-0.06127331081437809,2011-09-08 11:48:00,-0.007534115934443245,16076,United Kingdom,-0.053376144671773894,35
GARDENERS KNEELING PAD CUP OF TEA ,-0.05569704717200212,2011-07-07 12:22:00,-0.0663633715846946,15719,United Kingdom,-0.056449875518478985,35
POPPY'S PLAYHOUSE KITCHEN,-0.038968256244874204,2011-12-02 09:19:00,-0.0459993984749922,14895,United Kingdom,-0.03169825343711701,35
SMALL GLASS HEART TRINKET POT,-0.050120783529626144,2011-03-29 13:22:00,-0.0459993984749922,14871,United Kingdom,-0.0452873792857079,35
DOORMAT SPOTTY HOME SWEET HOME,-0.06127331081437809,2011-09-29 09:53:00,0.23230823402427372,18192,United Kingdom,-0.01907977943485405,35
HOT WATER BOTTLE KEEP CALM,-0.05569704717200212,2011-10-26 11:51:00,0.08297243121978959,15568,United Kingdom,-0.02441836458965761,35
WHITE LOVEBIRD LANTERN,-0.038968256244874204,2011-11-01 09:26:00,-0.025635425365289826,17389,United Kingdom,-0.022962386820165735,35
STAR T-LIGHT HOLDER WILLIE WINKIE,-0.005510674390618371,2011-12-01 10:18:00,-0.0663633715846946,14146,United Kingdom,-0.008402609125246934,35
HOT WATER BOTTLE TEA AND SYMPATHY,-0.050120783529626144,2011-09-09 12:24:00,0.05129513971580809,12787,Netherlands,-0.01746202635764085,23
LUNCH BAG ALPHABET DESIGN,-0.06127331081437809,2011-11-06 12:50:00,-0.0663633715846946,16372,United Kingdom,-0.061788460673282544,35
ROCKING HORSE RED CHRISTMAS ,-0.005510674390618371,2011-10-24 15:19:00,-0.10256599044638771,15844,United Kingdom,-0.03946346820774038,35
SINGLE ANTIQUE ROSE HOOK IVORY,-0.005510674390618371,2011-06-06 13:48:00,-0.07541402630011788,14156,EIRE,-0.016167823895870292,10
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-0.06684957445675406,2011-09-06 14:23:00,0.08297243121978959,17841,United Kingdom,-0.056449875518478985,35
SET OF 72 RETROSPOT PAPER  DOILIES,-0.005510674390618371,2011-06-22 15:50:00,-0.07541402630011788,14364,United Kingdom,-0.016167823895870292,35
VINTAGE SNAKES & LADDERS,-0.06127331081437809,2011-10-26 13:27:00,0.02866850292724988,15320,United Kingdom,-0.04819933482469166,35
SET/20 RED RETROSPOT PAPER NAPKINS ,-0.06127331081437809,2011-05-12 15:26:00,-0.10256599044638771,13263,United Kingdom,-0.06696527052036479,35
ROSE COTTAGE KEEPSAKE BOX ,-0.044544519887250174,2011-08-08 10:40:00,0.3092387991053716,17870,United Kingdom,0.08850080019982379,35
JUMBO BAG VINTAGE LEAF,-0.016663201675370314,2011-05-29 15:35:00,-0.04690446394653453,16746,United Kingdom,-0.005167102970820523,35
CARAVAN SQUARE TISSUE BOX,-0.06684957445675406,2011-07-24 10:37:00,-0.12338249629186127,16241,United Kingdom,-0.07120378358266337,35
DOORMAT NEW ENGLAND,-0.06127331081437809,2011-05-25 10:35:00,0.21873225195113885,13317,United Kingdom,-0.02102108312750989,35
POSTAGE,-0.050120783529626144,2011-10-26 13:47:00,0.5377678306698095,12362,Belgium,0.12166473828269442,3
ALARM CLOCK BAKELIKE RED ,-0.027815728960122257,2011-12-01 14:55:00,0.02866850292724988,13408,United Kingdom,0.024599553649902368,35
3 HOOK PHOTO SHELF ANTIQUE WHITE,-0.06127331081437809,2011-09-06 08:34:00,0.24362155241855282,17449,United Kingdom,-0.01746202635764085,35
75 GREEN FAIRY CAKE CASES,-0.06684957445675406,2011-09-04 11:00:00,-0.11614197251952264,16983,United Kingdom,-0.07068610259795514,35
SET OF 72 RETROSPOT PAPER  DOILIES,-0.005510674390618371,2011-11-21 10:02:00,-0.07541402630011788,14911,EIRE,-0.016167823895870292,10
ANIMAL STICKERS,0.06698075296026927,2011-12-07 12:41:00,-0.13152808553574225,14087,United Kingdom,-0.055479223672151065,35
PINK BABY BUNTING,-0.044544519887250174,2011-07-21 16:20:00,-0.007534115934443245,16188,United Kingdom,-0.024741915205100252,35
SET OF 3 REGENCY CAKE TINS,-0.06127331081437809,2011-11-25 13:45:00,0.08297243121978959,16764,United Kingdom,-0.040434120054068295,35
CHILLI LIGHTS,-0.06684957445675406,2011-10-17 12:22:00,0.11917505008148271,15012,United Kingdom,-0.053861470594937864,35
EDWARDIAN PHOTO FRAME,-0.050120783529626144,2011-08-09 09:26:00,0.1418016868700409,15601,United Kingdom,0.008422022877770361,35
BOX OF 9 PEBBLE CANDLES,-0.038968256244874204,2011-03-01 15:16:00,-0.05278738951155967,13166,United Kingdom,-0.03461020897610078,35
SPOTTY BUNTING,-0.038968256244874204,2011-05-17 10:14:00,0.08297243121978959,17519,United Kingdom,0.023628901803574454,35
SET/6 RED SPOTTY PAPER CUPS,-0.005510674390618371,2011-03-21 14:44:00,-0.11161664516181101,13081,United Kingdom,-0.04722868297836374,35
YELLOW/PINK FLOWER DESIGN BIG MUG,-0.05569704717200212,2011-11-20 14:01:00,-0.12338249629186127,16666,United Kingdom,-0.06868008878221078,35
POSTAGE,-0.050120783529626144,2011-11-22 11:19:00,0.6735276514011588,12490,France,0.16049081213581123,13
HAND WARMER UNION JACK,-0.005510674390618371,2011-11-09 13:37:00,-0.0459993984749922,15392,United Kingdom,0.00906912410865565,35
ADVENT CALENDAR GINGHAM SACK,-0.038968256244874204,2011-10-21 13:46:00,0.128225704796906,16558,United Kingdom,0.043041938730132866,35
PAPER BUNTING VINTAGE PAISLEY,-0.06127331081437809,2011-04-10 11:11:00,-0.007534115934443245,15311,United Kingdom,-0.053376144671773894,35
SINGLE HEART ZINC T-LIGHT HOLDER,-0.005510674390618371,2011-03-18 12:59:00,-0.0980406630886761,14315,United Kingdom,-0.0355808608224287,35
NUMBER TILE VINTAGE FONT 5,-0.05569704717200212,2011-05-08 15:15:00,-0.05278738951155967,12748,United Kingdom,-0.05353791997949523,35
GLITTER CHRISTMAS TREE WITH BELLS,-0.005510674390618371,2011-11-23 11:40:00,-0.1052811868610147,14336,United Kingdom,-0.041793032638927384,35
WOODEN ROUNDERS GARDEN SET ,-0.06127331081437809,2011-09-25 11:40:00,0.3092387991053716,16480,United Kingdom,-0.008079058509804291,35
WRAP ENGLISH ROSE ,0.06698075296026927,2011-07-17 11:50:00,-0.12202489808454779,13507,United Kingdom,-0.038492816361412455,35
BATHROOM METAL SIGN ,-0.06684957445675406,2011-03-20 13:28:00,-0.07541402630011788,16728,United Kingdom,-0.06777414705897139,35
MINI JIGSAW DOLLY GIRL,0.061404489317893295,2011-09-30 12:58:00,-0.12202489808454779,12583,France,-0.03985172894627154,13
MORE BUTTER METAL SIGN ,-0.06127331081437809,2011-10-20 15:20:00,-0.1052811868610147,16813,United Kingdom,-0.06735353125889595,35
METAL TUBE CHIME ON BAMBOO,-0.050120783529626144,2011-02-02 14:37:00,-0.06455324064160994,16771,United Kingdom,-0.050593609378967196,35
3 WHITE CHOC MORRIS BOXED CANDLES,0.061404489317893295,2011-11-29 09:48:00,-0.08446468101554117,14601,United Kingdom,0.024599553649902368,35
VINTAGE DOILY DELUXE SEWING KIT ,-0.038968256244874204,2011-11-23 16:47:00,0.128225704796906,15398,United Kingdom,0.043041938730132866,35
CREAM SWEETHEART MINI CHEST,-0.06127331081437809,2011-09-09 13:47:00,0.4359479651212976,14180,United Kingdom,0.010039775954983562,35
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-0.005510674390618371,2011-11-28 10:49:00,-0.10256599044638771,14893,United Kingdom,-0.03946346820774038,35
WOODLAND LARGE RED FELT HEART,-0.044544519887250174,2011-11-25 14:02:00,-0.08446468101554117,17883,United Kingdom,-0.052243717517724664,35
36 PENCILS TUBE SKULLS,-0.06684957445675406,2011-11-11 12:13:00,-0.08446468101554117,14662,United Kingdom,-0.06842124828985667,35
WALL ART ONLY ONE PERSON ,-0.05569704717200212,2011-10-16 11:41:00,0.08297243121978959,17769,United Kingdom,-0.02441836458965761,35
VINTAGE GLASS T-LIGHT HOLDER,-0.005510674390618371,2011-11-20 13:33:00,-0.10347105591793004,16905,United Kingdom,-0.04023998968480272,35
PACK OF 12 PINK PAISLEY TISSUES ,0.061404489317893295,2011-07-07 17:33:00,-0.12790782364957293,15150,United Kingdom,-0.04994650814808192,35
BISCUIT TIN 50'S CHRISTMAS,-0.038968256244874204,2011-09-16 10:56:00,-0.010249312349070233,16709,United Kingdom,-0.016361954265135873,35
RIDGED BONNE JAM JAR T-LIGHT HOLDER,-0.038968256244874204,2011-09-22 10:03:00,-0.0663633715846946,16213,United Kingdom,-0.0404341200540683,35
JUMBO BAG PEARS,0.03909943474838941,2011-08-08 10:59:00,-0.04690446394653453,12530,Germany,0.06213142504124863,14
PACK 3 BOXES BIRD PANETTONE ,-0.06127331081437809,2011-11-14 15:27:00,0.04586474688655411,14096,United Kingdom,-0.045740350147327594,35
HERB MARKER BASIL,-0.06684957445675406,2011-10-16 13:24:00,-0.11161664516181101,15545,United Kingdom,-0.07036255198251251,35
SET/10 RED POLKADOT PARTY CANDLES,-0.06684957445675406,2011-11-23 14:07:00,-0.08446468101554117,17841,United Kingdom,-0.06842124828985667,35
GEORGIAN TRINKET BOX,-0.06684957445675406,2011-10-05 09:46:00,0.4246346467270185,12481,Germany,-0.03202180405255965,14
HOMEMADE JAM SCENTED CANDLES,-0.005510674390618371,2011-04-11 09:44:00,-0.07541402630011788,16188,United Kingdom,-0.016167823895870292,35
GREEN ROSE WASHBAG,-0.06127331081437809,2011-04-10 15:19:00,0.02866850292724988,17550,United Kingdom,-0.04819933482469166,35
PINK HAPPY BIRTHDAY BUNTING,-0.06127331081437809,2011-01-26 15:00:00,0.1055990680083478,17841,United Kingdom,-0.037198613899641894,35
FRENCH LAUNDRY SIGN BLUE METAL,-0.06127331081437809,2011-01-17 12:31:00,-0.0663633715846946,17690,United Kingdom,-0.061788460673282544,35
ALPHABET STENCIL CRAFT,-0.06684957445675406,2011-11-11 12:13:00,-0.08446468101554117,14662,United Kingdom,-0.06842124828985667,35
WHITE HANGING HEART T-LIGHT HOLDER,-0.005510674390618371,2011-08-11 10:29:00,-0.007534115934443245,13488,United Kingdom,0.04207128688380495,35
RED FLORAL FELTCRAFT SHOULDER BAG,-0.06127331081437809,2011-08-17 14:22:00,0.02866850292724988,17338,United Kingdom,-0.04819933482469166,35
FILIGREE HEART BIRD WHITE ,-0.050120783529626144,2011-09-21 14:40:00,-0.0297082199872303,14096,United Kingdom,-0.04062825042333388,35
"BIRTHDAY CARD, RETRO SPOT",-0.005510674390618371,2011-12-07 17:05:00,-0.12202489808454779,15883,United Kingdom,-0.05615867996458061,35
BROCADE RING PURSE ,0.12831965302640497,2011-11-21 12:24:00,-0.12338249629186127,13167,United Kingdom,-0.027039124574742994,35
BOX OF VINTAGE JIGSAW BLOCKS ,-0.06684957445675406,2011-09-13 15:37:00,0.128225704796906,15998,United Kingdom,-0.053214369364052584,35
ROSES REGENCY TEACUP AND SAUCER ,0.061404489317893295,2011-11-23 16:33:00,-0.025635425365289826,13350,United Kingdom,0.12554734566800607,35
VINTAGE RED MUG,-0.06684957445675406,2011-12-01 11:53:00,-0.08446468101554117,15021,United Kingdom,-0.06842124828985667,35
FRENCH LATTICE CUSHION COVER ,-0.038968256244874204,2011-09-12 15:01:00,-0.10256599044638771,17090,United Kingdom,-0.05596454959531503,35
"FANCY FONT BIRTHDAY CARD, ",-0.005510674390618371,2011-10-14 12:25:00,-0.12202489808454779,14060,United Kingdom,-0.05615867996458061,35
LARGE ANTIQUE WHITE PHOTO FRAME,-0.06127331081437809,2011-09-25 12:06:00,0.216469588272283,13787,United Kingdom,-0.021344633742952528,35
STRAWBERRY CHARLOTTE BAG,-0.06684957445675406,2011-07-31 11:26:00,-0.10256599044638771,16813,United Kingdom,-0.06971545075162723,35
RED SPOT PAPER GIFT BAG,-0.016663201675370314,2011-10-27 12:33:00,-0.10392358865370123,15145,United Kingdom,-0.045934480516593185,35
CAKE PLATE LOVEBIRD WHITE,-0.038968256244874204,2011-09-26 10:35:00,0.08297243121978959,13014,United Kingdom,0.023628901803574454,35
DIAMANTE BOW BROOCH GREEN COLOUR,-0.06684957445675406,2011-12-07 16:56:00,0.14632701422775254,17449,United Kingdom,-0.05192016690228203,35
36 PENCILS TUBE RED RETROSPOT,-0.044544519887250174,2011-09-28 15:42:00,-0.08446468101554117,15036,United Kingdom,-0.052243717517724664,35
HAND OVER THE CHOCOLATE   SIGN ,0.1952348167349166,2011-04-14 08:32:00,-0.05731271686927131,16131,United Kingdom,0.2148473155301748,35
RED RETROSPOT SUGAR JAM BOWL,0.09486207117214912,2011-01-21 13:07:00,-0.0459993984749922,14088,United Kingdom,0.1313712567459736,35
ROLL WRAP 50'S CHRISTMAS,-0.06127331081437809,2011-11-25 14:02:00,-0.08446468101554117,17883,United Kingdom,-0.06437686559682367,35
SET OF 3 REGENCY CAKE TINS,-0.050120783529626144,2011-08-25 15:10:00,0.08297243121978959,18075,United Kingdom,-0.008402609125246924,35
LANTERN CREAM GAZEBO ,-0.005510674390618371,2011-09-22 10:38:00,0.05129513971580809,12409,Switzerland,0.09254518289285679,32
WHITE HANGING HEART T-LIGHT HOLDER,-0.06684957445675406,2011-10-05 13:47:00,-0.007534115934443245,14730,United Kingdom,-0.0629208878273318,35
JUMBO BAG 50'S CHRISTMAS ,-0.06127331081437809,2011-11-15 14:48:00,-0.04690446394653453,15720,United Kingdom,-0.05900592538047584,35
WOODEN PICTURE FRAME WHITE FINISH,-0.038968256244874204,2011-01-25 10:49:00,-0.025635425365289826,14257,United Kingdom,-0.022962386820165735,35
SET 6 PAPER TABLE LANTERN HEARTS ,-0.06127331081437809,2011-05-16 17:13:00,0.02866850292724988,17898,United Kingdom,-0.04819933482469166,35
WHITE SPOT RED CERAMIC DRAWER KNOB,-0.038968256244874204,2011-10-02 15:18:00,-0.07541402630011788,13379,United Kingdom,-0.044316727439379984,35
CHARLOTTE BAG APPLES DESIGN,-0.06684957445675406,2011-10-12 12:47:00,-0.10256599044638771,17841,United Kingdom,-0.06971545075162723,35
SET 12 KIDS COLOUR  CHALK STICKS,-0.06127331081437809,2011-11-27 16:19:00,-0.12202489808454779,15555,United Kingdom,-0.0697478058131715,35
CHARLIE & LOLA WASTEPAPER BIN BLUE,-0.005510674390618371,2011-11-10 10:36:00,-0.08446468101554117,14121,United Kingdom,-0.023933038666493652,35
CLASSIC CAFE SUGAR DISPENSER,-0.005510674390618371,2011-09-22 14:25:00,-0.08446468101554117,13055,United Kingdom,-0.023933038666493652,35
PACK OF 60 PINK PAISLEY CAKE CASES,-0.06127331081437809,2011-11-29 12:52:00,-0.11614197251952264,14719,United Kingdom,-0.06890657421302063,35
DOUBLE CERAMIC PARLOUR HOOK,-0.050120783529626144,2011-04-18 14:21:00,0.04676981235809646,18219,United Kingdom,-0.018756228819411407,35
PAPER POCKET TRAVELING FAN ,0.46289547156896327,2011-05-26 19:13:00,-0.13469581468614036,13911,United Kingdom,-0.028980428267398835,35
VINTAGE CHRISTMAS TABLECLOTH,-0.06127331081437809,2011-09-16 15:23:00,0.4246346467270185,18225,United Kingdom,0.008422022877770361,35
WOOD STOCKING CHRISTMAS SCANDISPOT,-0.044544519887250174,2010-12-05 11:02:00,-0.10256599044638771,13069,United Kingdom,-0.058714729826577466,35
FELTCRAFT PRINCESS OLIVIA DOLL,-0.06127331081437809,2011-01-26 11:27:00,0.02866850292724988,14049,United Kingdom,-0.04819933482469166,35
PINK ROSE WASHBAG,-0.06684957445675406,2010-12-06 12:41:00,0.02866850292724988,17860,United Kingdom,-0.06033248290379067,35
PACK OF 20 NAPKINS RED APPLES,-0.06684957445675406,2011-07-19 12:54:00,-0.10256599044638771,15311,United Kingdom,-0.06971545075162723,35
MEMO BOARD RETROSPOT  DESIGN,-0.050120783529626144,2011-05-20 13:13:00,0.08297243121978959,13308,United Kingdom,-0.008402609125246924,35
EMBOSSED GLASS TEALIGHT HOLDER,-0.005510674390618371,2011-12-09 12:31:00,-0.08446468101554117,15804,United Kingdom,-0.023933038666493652,35
PLAYING CARDS VINTAGE DOILY ,-0.027815728960122257,2011-10-27 20:09:00,-0.08446468101554117,17602,United Kingdom,-0.040110569438625655,35
ASSORTED COLOUR BIRD ORNAMENT,-0.06127331081437809,2011-10-19 13:58:00,-0.06455324064160994,14704,United Kingdom,-0.06152962018092844,35
SET OF 6 TEA TIME BAKING CASES,0.01679438017888552,2011-09-01 11:33:00,-0.08446468101554117,13089,United Kingdom,-0.0077555078943616455,35
JUMBO BAG RED RETROSPOT,1.0428268903760642,2011-08-10 10:53:00,-0.060027913283898296,15838,United Kingdom,1.085845572301762,35
HEART WOODEN CHRISTMAS DECORATION,-0.005510674390618371,2011-10-24 11:51:00,-0.10256599044638771,16019,United Kingdom,-0.03946346820774038,35
SINGLE HEART ZINC T-LIGHT HOLDER,0.061404489317893295,2011-01-21 10:35:00,-0.0980406630886761,18061,United Kingdom,0.0013039093380322686,35
PACK OF 72 RETROSPOT CAKE CASES,0.061404489317893295,2011-02-27 15:42:00,-0.11614197251952264,16493,United Kingdom,-0.02975694974446117,35
BOX OF 24 COCKTAIL PARASOLS,0.06698075296026927,2011-09-19 10:10:00,-0.12202489808454779,14934,Channel Islands,-0.038492816361412455,6
60 TEATIME FAIRY CAKE CASES,0.061404489317893295,2011-01-26 10:02:00,-0.11614197251952264,12782,Portugal,-0.02975694974446117,26
SET/6 RED SPOTTY PAPER PLATES,-0.005510674390618371,2011-09-29 08:27:00,-0.10256599044638771,18235,United Kingdom,-0.03946346820774038,35
LUNCH BAG PINK POLKADOT,-0.05569704717200212,2011-05-16 13:35:00,-0.0663633715846946,18118,United Kingdom,-0.056449875518478985,35
POPCORN HOLDER,-0.027815728960122257,2011-11-06 16:13:00,-0.10256599044638771,15993,United Kingdom,-0.05046418913279014,35
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-0.06684957445675406,2011-10-31 11:59:00,-0.04690446394653453,17841,United Kingdom,-0.06573577818168275,35
SET/10 BLUE POLKADOT PARTY CANDLES,-0.038968256244874204,2011-05-24 11:55:00,-0.08446468101554117,17365,United Kingdom,-0.04819933482469166,35
FELTCRAFT HAIRBAND PINK AND BLUE,-0.06127331081437809,2011-11-14 11:04:00,-0.10256599044638771,16936,United Kingdom,-0.06696527052036479,35
FRENCH CARRIAGE LANTERN,-0.050120783529626144,2011-06-06 09:59:00,0.1599029963008875,15073,United Kingdom,0.013598832724852607,35
WICKER WREATH SMALL,-0.005510674390618371,2011-09-01 18:07:00,-0.07541402630011788,14420,United Kingdom,-0.016167823895870292,35
MINI JIGSAW DINOSAUR ,-0.05569704717200212,2011-12-05 14:29:00,-0.13243315100728456,17920,United Kingdom,-0.07062139247486662,35
DOORMAT ENGLISH ROSE ,-0.06684957445675406,2011-06-12 11:04:00,0.21873225195113885,14984,United Kingdom,-0.04674335705519978,35
DELUXE SEWING KIT ,-0.06127331081437809,2011-10-20 12:43:00,0.128225704796906,18252,United Kingdom,-0.03396310774521549,35
MAKE YOUR OWN MONSOON CARD KIT,-0.033391992602498234,2011-06-21 14:15:00,-0.007534115934443245,17960,United Kingdom,-0.005652428893984478,35
BASKET OF FLOWERS SEWING KIT,-0.027815728960122257,2011-03-25 11:41:00,-0.10256599044638771,13097,United Kingdom,-0.05046418913279014,35
